State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
NSW,117031334,Pyrmont - Ultimo,50–74,1486,3784,39.27061311,2019–2020                
NSW,117031335,Redfern - Chippendale,50–74,1264,3697,34.18788578,2019–2020                
NSW,117031336,Surry Hills,50–74,1251,3471,36.04180268,2019–2020                
NSW,117031337,Sydney - Haymarket - The Rocks,50–74,1848,6352,29.0933544,2019–2020                
NSW,117031338,Waterloo - Beaconsfield,50–74,1737,5094,34.10200787,2019–2020                
NSW,118011339,Bondi - Tamarama - Bronte,50–74,1530,4265,35.87286064,2019–2020                
NSW,118011340,Bondi Beach - North Bondi,50–74,1129,3582,31.51962485,2019–2020                
NSW,118011341,Bondi Junction - Waverly,50–74,1477,4040,36.55972884,2019–2020                
NSW,118011342,Centennial Park,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,118011343,Double Bay - Bellevue Hill,50–74,2137,6081,35.13984675,2019–2020                
NSW,118011344,Dover Heights,50–74,787,2416,32.57214908,2019–2020                
NSW,118011345,Paddington - Moore Park,50–74,1401,3802,36.84937141,2019–2020                
NSW,118011346,Rose Bay - Vaucluse - Watsons Bay,50–74,1019,2962,34.39871577,2019–2020                
NSW,118011347,Woollahra,50–74,701,1984,35.32904042,2019–2020                
NSW,118021348,Coogee - Clovelly,50–74,2155,5583,38.60118404,2019–2020                
NSW,118021350,Malabar - La Perouse - Chifley,50–74,2374,5813,40.83363818,2019–2020                
NSW,118021564,Kensington (NSW),50–74,811,2247,36.09305823,2019–2020                
NSW,118021565,Kingsford,50–74,956,2751,34.7462261,2019–2020                
NSW,118021566,Maroubra - North,50–74,1033,2606,39.64586685,2019–2020                
NSW,118021567,Maroubra - South,50–74,954,2593,36.79677012,2019–2020                
NSW,118021568,Maroubra - West,50–74,789,2098,37.61455246,2019–2020                
NSW,118021569,Randwick - North,50–74,1185,3118,38.00842818,2019–2020                
NSW,118021570,Randwick - South,50–74,1105,2894,38.18851469,2019–2020                
NSW,119011354,Bass Hill - Georges Hall,50–74,1901,5136,37.01058907,2019–2020                
NSW,119011355,Chullora,50–74,84,236,35.56296664,2019–2020                
NSW,119011356,Condell Park,50–74,884,2590,34.13784625,2019–2020                
NSW,119011357,Greenacre - Mount Lewis,50–74,1769,6009,29.43937321,2019–2020                
NSW,119011358,Padstow,50–74,1803,4385,41.1173837,2019–2020                
NSW,119011359,Panania - Milperra - Picnic Point,50–74,2725,6276,43.41929069,2019–2020                
NSW,119011360,Revesby,50–74,1600,3936,40.65063378,2019–2020                
NSW,119011361,Yagoona - Birrong,50–74,1897,4880,38.87538325,2019–2020                
NSW,119011571,Bankstown - North,50–74,1155,3475,33.24431688,2019–2020                
NSW,119011572,Bankstown - South,50–74,1302,3739,34.82848632,2019–2020                
NSW,119021362,Belmore - Belfield,50–74,1597,4848,32.94141914,2019–2020                
NSW,119021363,Canterbury (South) - Campsie,50–74,2393,7040,33.99147727,2019–2020                
NSW,119021364,Kingsgrove (North) - Earlwood,50–74,2599,6415,40.51441933,2019–2020                
NSW,119021366,Punchbowl,50–74,1555,4811,32.31288777,2019–2020                
NSW,119021367,Roselands,50–74,1181,3285,35.93612373,2019–2020                
NSW,119021573,Lakemba,50–74,879,3041,28.90721388,2019–2020                
NSW,119021574,Wiley Park,50–74,502,1698,29.56014286,2019–2020                
NSW,119031368,Hurstville,50–74,2040,5479,37.2326921,2019–2020                
NSW,119031369,Mortdale - Penshurst,50–74,2523,5826,43.30837702,2019–2020                
NSW,119031370,Narwee - Beverly Hills,50–74,1424,3593,39.63203277,2019–2020                
NSW,119031371,Oatley - Hurstville Grove,50–74,1426,3152,45.24730092,2019–2020                
NSW,119031372,Peakhurst - Lugarno,50–74,1984,4565,43.46719942,2019–2020                
NSW,119031373,Riverwood,50–74,1135,3147,36.05649367,2019–2020                
NSW,119031374,South Hurstville - Blakehurst,50–74,2344,5945,39.43009027,2019–2020                
NSW,119041375,Arncliffe - Bardwell Valley,50–74,1377,3868,35.59864782,2019–2020                
NSW,119041376,Bexley,50–74,2322,6035,38.47946996,2019–2020                
NSW,119041377,Kingsgrove (South) - Bardwell Park,50–74,1266,3184,39.75568747,2019–2020                
NSW,119041378,Kogarah,50–74,973,2540,38.31968697,2019–2020                
NSW,119041379,Kogarah Bay - Carlton - Allawah,50–74,1473,3740,39.39472645,2019–2020                
NSW,119041380,Monterey - Brighton-le-Sands - Kyeemagh,50–74,1378,3892,35.41464915,2019–2020                
NSW,119041381,Rockdale - Banksia,50–74,1273,3767,33.7928089,2019–2020                
NSW,119041382,Sans Souci - Ramsgate,50–74,1685,4311,39.08564553,2019–2020                
NSW,120011383,Concord - Mortlake - Cabarita,50–74,2629,6066,43.33953337,2019–2020                
NSW,120011384,Concord West - North Strathfield,50–74,1588,4084,38.8844245,2019–2020                
NSW,120011385,Drummoyne - Rodd Point,50–74,1882,4333,43.43719615,2019–2020                
NSW,120011386,Five Dock - Abbotsford,50–74,2177,5110,42.60008438,2019–2020                
NSW,120021387,Balmain,50–74,1855,4412,42.04442153,2019–2020                
NSW,120021388,Leichhardt - Annandale,50–74,2574,6152,41.84168661,2019–2020                
NSW,120021389,Lilyfield - Rozelle,50–74,1591,3713,42.84672461,2019–2020                
NSW,120031390,Ashfield,50–74,1912,5145,37.16218768,2019–2020                
NSW,120031391,Burwood - Croydon,50–74,2077,5517,37.64852518,2019–2020                
NSW,120031392,Canterbury (North) - Ashbury,50–74,1142,2743,41.63324827,2019–2020                
NSW,120031393,Croydon Park - Enfield,50–74,1760,4441,39.62865045,2019–2020                
NSW,120031394,Dulwich Hill - Lewisham,50–74,1665,4116,40.45198561,2019–2020                
NSW,120031395,Haberfield - Summer Hill,50–74,1545,3459,44.66659459,2019–2020                
NSW,120031396,Homebush,50–74,853,2509,33.99663605,2019–2020                
NSW,120031575,Strathfield,50–74,1832,5178,35.38110375,2019–2020                
NSW,120031576,Strathfield South,50–74,433,1006,43.0417495,2019–2020                
NSW,121011398,Chatswood (East) - Artarmon,50–74,2411,6623,36.40443993,2019–2020                
NSW,121011399,Chatswood (West) - Lane Cove North,50–74,1824,4382,41.62753433,2019–2020                
NSW,121011400,Lane Cove - Greenwich,50–74,2984,6615,45.11313383,2019–2020                
NSW,121011401,St Leonards - Naremburn,50–74,1072,2431,44.08691801,2019–2020                
NSW,121011402,Willoughby - Castle Cove - Northbridge,50–74,3329,7167,46.44882088,2019–2020                
NSW,121021403,Asquith - Mount Colah,50–74,2249,4968,45.25966833,2019–2020                
NSW,121021404,Berowra - Brooklyn - Cowan,50–74,1565,3400,46.02975041,2019–2020                
NSW,121021406,Normanhurst - Thornleigh - Westleigh,50–74,2073,4507,45.99402196,2019–2020                
NSW,121021577,Hornsby - East,50–74,872,2259,38.57999809,2019–2020                
NSW,121021578,Hornsby - West,50–74,1170,2773,42.1749064,2019–2020                
NSW,121021579,Waitara - Wahroonga (West),50–74,806,1950,41.35106909,2019–2020                
NSW,121031407,Gordon - Killara,50–74,2639,6061,43.54070646,2019–2020                
NSW,121031408,Lindfield - Roseville,50–74,2835,6343,44.6949034,2019–2020                
NSW,121031409,Pymble,50–74,1919,4416,43.45561594,2019–2020                
NSW,121031410,St Ives,50–74,2386,5513,43.27952113,2019–2020                
NSW,121031411,Turramurra,50–74,2418,5165,46.81875809,2019–2020                
NSW,121031412,Wahroonga (East) - Warrawee,50–74,2243,4904,45.74183065,2019–2020                
NSW,121041413,Cremorne - Cammeray,50–74,2162,4894,44.18098684,2019–2020                
NSW,121041414,Crows Nest - Waverton,50–74,1799,4084,44.04894405,2019–2020                
NSW,121041415,Mosman,50–74,3465,8017,43.22065611,2019–2020                
NSW,121041416,Neutral Bay - Kirribilli,50–74,1685,4321,38.99561142,2019–2020                
NSW,121041417,North Sydney - Lavender Bay,50–74,1448,3562,40.65374065,2019–2020                
NSW,122011418,Balgowlah - Clontarf - Seaforth,50–74,2748,5667,48.49374705,2019–2020                
NSW,122011419,Manly - Fairlight,50–74,2487,5415,45.92797784,2019–2020                
NSW,122021420,Avalon - Palm Beach,50–74,1959,4068,48.1505356,2019–2020                
NSW,122021421,Bayview - Elanora Heights,50–74,1432,3044,47.04915942,2019–2020                
NSW,122021422,Newport - Bilgola,50–74,2008,4223,47.55473754,2019–2020                
NSW,122021423,Warriewood - Mona Vale,50–74,3103,6573,47.20956857,2019–2020                
NSW,122031424,Beacon Hill - Narraweena,50–74,1516,3468,43.72004486,2019–2020                
NSW,122031425,Cromer,50–74,922,1898,48.57263553,2019–2020                
NSW,122031426,Dee Why - North Curl Curl,50–74,2500,5918,42.2466773,2019–2020                
NSW,122031427,Forestville - Killarney Heights,50–74,1576,3345,47.11509716,2019–2020                
NSW,122031428,Frenchs Forest - Belrose,50–74,3174,6595,48.12729242,2019–2020                
NSW,122031429,Freshwater - Brookvale,50–74,2373,5121,46.33587521,2019–2020                
NSW,122031430,Manly Vale - Allambie Heights,50–74,1876,3988,47.04558778,2019–2020                
NSW,122031431,Narrabeen - Collaroy,50–74,2983,6249,47.73892063,2019–2020                
NSW,122031432,Terrey Hills - Duffys Forest,50–74,474,1106,42.85673597,2019–2020                
NSW,123011433,Camden - Ellis Lane,50–74,1318,2947,44.73978319,2019–2020                
NSW,123011434,Elderslie - Harrington Park,50–74,2074,4958,41.83193553,2019–2020                
NSW,123011435,Mount Annan - Currans Hill,50–74,2333,5679,41.08156862,2019–2020                
NSW,123021436,Bradbury - Wedderburn,50–74,1366,4094,33.36799274,2019–2020                
NSW,123021437,Campbelltown - Woodbine,50–74,1707,4501,37.92659167,2019–2020                
NSW,123021438,Claymore - Eagle Vale - Raby,50–74,1648,4625,35.63267785,2019–2020                
NSW,123021439,Holsworthy Military Area,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,123021440,Ingleburn - Denham Court,50–74,1955,5198,37.61061947,2019–2020                
NSW,123021441,Leumeah - Minto Heights,50–74,1568,3967,39.52875747,2019–2020                
NSW,123021442,Macquarie Fields - Glenfield,50–74,1786,5268,33.90280942,2019–2020                
NSW,123021443,Minto - St Andrews,50–74,1663,4721,35.2255878,2019–2020                
NSW,123021444,Rosemeadow - Glen Alpine,50–74,2027,5194,39.03387739,2019–2020                
NSW,123031445,Bargo,50–74,561,1421,39.47923997,2019–2020                
NSW,123031446,Douglas Park - Appin,50–74,1187,2487,47.7256206,2019–2020                
NSW,123031447,Picton - Tahmoor - Buxton,50–74,1713,4044,42.35905045,2019–2020                
NSW,123031448,The Oaks - Oakdale,50–74,905,2052,44.1046012,2019–2020                
NSW,124011449,Blackheath - Megalong Valley,50–74,807,1902,42.42902208,2019–2020                
NSW,124011450,Blaxland - Warrimoo - Lapstone,50–74,2528,4954,51.02947113,2019–2020                
NSW,124011451,Blue Mountains - North,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,124011452,Katoomba - Leura,50–74,1774,4347,40.80975385,2019–2020                
NSW,124011453,Lawson - Hazelbrook - Linden,50–74,1511,3305,45.71860817,2019–2020                
NSW,124011454,Springwood - Winmalee,50–74,2777,5908,47.00406229,2019–2020                
NSW,124011455,Wentworth Falls,50–74,937,1981,47.29934377,2019–2020                
NSW,124021456,Blue Mountains - South,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,124031457,Cambridge Park,50–74,1396,3509,39.79689825,2019–2020                
NSW,124031458,Castlereagh - Cranebrook,50–74,2089,5171,40.39897053,2019–2020                
NSW,124031459,Emu Plains - Leonay,50–74,1365,3116,43.79577667,2019–2020                
NSW,124031460,Glenmore Park - Regentville,50–74,1850,4492,41.18690305,2019–2020                
NSW,124031461,Jamisontown - South Penrith,50–74,1570,3781,41.51390855,2019–2020                
NSW,124031462,Kingswood - Werrington,50–74,1281,3820,33.5467902,2019–2020                
NSW,124031463,Mulgoa - Luddenham - Orchard Hills,50–74,1085,2432,44.60873948,2019–2020                
NSW,124031464,Penrith,50–74,1187,3404,34.86104761,2019–2020                
NSW,124031465,Warragamba - Silverdale,50–74,594,1307,45.44727177,2019–2020                
NSW,124041466,Richmond - Clarendon,50–74,1471,3631,40.52041489,2019–2020                
NSW,124041467,Windsor - Bligh Park,50–74,1206,3466,34.79257763,2019–2020                
NSW,124041468,Yarramundi - Londonderry,50–74,668,1566,42.66093079,2019–2020                
NSW,124051469,Erskine Park,50–74,709,1695,41.81681734,2019–2020                
NSW,124051470,St Clair,50–74,1971,5052,39.018037,2019–2020                
NSW,124051580,Colyton - Oxley Park,50–74,924,2644,34.96418106,2019–2020                
NSW,124051581,St Marys - North St Marys,50–74,1078,3677,29.33069271,2019–2020                
